779	804.1258065	M101_GCF1853
804.1258065	829.2516129	M102_GCF1981
829.2516129	854.3774194	M104_GCF2286
854.3774194	879.5032258	M108_GCF2410
879.5032258	904.6290323	M109_GCF2420
904.6290323	929.7548387	M110_GCF2422
929.7548387	954.8806452	M111_GCF2462
954.8806452	980.0064516	M116_GCF3004
980.0064516	1005.132258	M119_GCF3074
1005.132258	1030.258065	M120_GCF3174
1030.258065	1055.383871	M123_GCF3303
1055.383871	1080.509677	M126_GCF3399
1080.509677	1105.635484	M129_GCF3457
1105.635484	1130.76129	M134_GCF3584
1130.76129	1155.887097	M135_GCF3588
1155.887097	1181.012903	M136_GCF3589
1181.012903	1206.13871	M141_GCF3722
1206.13871	1231.264516	M142_GCF3728
1231.264516	1256.390323	M143_GCF3730
1256.390323	1281.516129	M144_GCF3732
1281.516129	1306.641935	M146_GCF3764
1306.641935	1331.767742	M152_GCF3868
1331.767742	1356.893548	M153_GCF3916
1356.893548	1382.019355	M155_GCF3932
1382.019355	1407.145161	M157_GCF3942
1407.145161	1432.270968	M158_GCF3959
1432.270968	1457.396774	M160_GCF4031
1457.396774	1482.522581	M162_GCF4100
1482.522581	1507.648387	M163_GCF4115
1507.648387	1532.774194	M169_GCF4268
1532.774194	1557.9	M16_GCF2144
1557.9	1583.025806	M170_GCF4296
1583.025806	1608.151613	M175_GCF4347
1608.151613	1633.277419	M176_GCF4358
1633.277419	1658.403226	M177_GCF4360
1658.403226	1683.529032	M183_GCF4439
1683.529032	1708.654839	M184_GCF4440
1708.654839	1733.780645	M186_GCF4446
1733.780645	1758.906452	M190_GCF4467
1758.906452	1784.032258	M192_GCF4477
1784.032258	1809.158064	M193_GCF4478
1809.158064	1834.283871	M198_GCF4545
1834.283871	1859.409677	M203_GCF4667
1859.409677	1884.535484	M204_GCF4673
1884.535484	1909.66129	M26_GCF1971
1909.66129	1934.787097	M26_GCF1995
1934.787097	1959.912903	M26_GCF2014
1959.912903	1985.03871	M26_GCF2538
1985.03871	2010.164516	M26_GCF2541
2010.164516	2035.290323	M26_GCF3061
2035.290323	2060.416129	M26_GCF3537
2060.416129	2085.541935	M26_GCF3567
2085.541935	2110.667742	M35_GCF4756
2110.667742	2135.793548	M36_GCF3069
2135.793548	2160.919355	M37_GCF3509
2160.919355	2186.045161	M39_GCF3578
2186.045161	2211.170968	M39_GCF4219
2211.170968	2236.296774	M3_GCF1958
2236.296774	2261.422581	M3_GCF2022
2261.422581	2286.548387	M3_GCF2030
2286.548387	2311.674193	M3_GCF2038
2311.674193	2336.8	M3_GCF3865
2336.8	2361.925806	M3_GCF3894
2361.925806	2387.051613	M3_GCF4007
2387.051613	2412.177419	M3_GCF4008
2412.177419	2437.303226	M3_GCF4068
2437.303226	2462.429032	M3_GCF4089
2462.429032	2487.554839	M3_GCF4093
2487.554839	2512.680645	M3_GCF4782
2512.680645	2537.806452	M3_GCF4826
2537.806452	2562.932258	M42_GCF4005
2562.932258	2588.058064	M43_GCF1915
2588.058064	2613.183871	M43_GCF2028
2613.183871	2638.309677	M43_GCF2769
2638.309677	2663.435484	M43_GCF3419
2663.435484	2688.56129	M4_GCF3059
2688.56129	2713.687097	M4_GCF3572
2713.687097	2738.812903	M54_GCF4055
2738.812903	2763.93871	M54_GCF4409
2763.93871	2789.064516	M55_GCF3903
2789.064516	2814.190322	M61_GCF3853
2814.190322	2839.316129	M61_GCF4402
2839.316129	2864.441935	M65_GCF3681
2864.441935	2889.567742	M68_GCF2074
2889.567742	2914.693548	M72_GCF4423
2914.693548	2939.819355	M76_GCF4518
2939.819355	2964.945161	M81_GCF3973
2964.945161	2990.070968	M88_GCF4154
2990.070968	3015.196774	M92_GCF3842
3015.196774	3040.32258	M93_GCF3884
3040.32258	3065.448387	M96_GCF3896
3065.448387	3090.574193	M98_GCF2743
3090.574193	3115.7	M0_GCF2045
3115.7	3140.825806	M0_GCF4222
3140.825806	3165.951613	M106_GCF2318
3165.951613	3191.077419	M107_GCF2367
3191.077419	3216.203226	M117_GCF3025
3216.203226	3241.329032	M118_GCF3048
3241.329032	3266.454839	M121_GCF3204
3266.454839	3291.580645	M125_GCF3366
3291.580645	3316.706451	M12_GCF3953
3316.706451	3341.832258	M12_GCF4733
3341.832258	3366.958064	M133_GCF3582
3366.958064	3392.083871	M137_GCF3606
3392.083871	3417.209677	M149_GCF3831
3417.209677	3442.335484	M150_GCF3836
3442.335484	3467.46129	M154_GCF3931
3467.46129	3492.587097	M15_GCF2042
3492.587097	3517.712903	M15_GCF2530
3517.712903	3542.838709	M15_GCF3549
3542.838709	3567.964516	M15_GCF4605
3567.964516	3593.090322	M164_GCF4149
3593.090322	3618.216129	M167_GCF4228
3618.216129	3643.341935	M180_GCF4426
3643.341935	3668.467742	M182_GCF4435
3668.467742	3693.593548	M185_GCF4445
3693.593548	3718.719355	M187_GCF4450
3718.719355	3743.845161	M191_GCF4471
3743.845161	3768.970968	M195_GCF4515
3768.970968	3794.096774	M196_GCF4537
3794.096774	3819.22258	M1_GCF2047
3819.22258	3844.348387	M200_GCF4635
3844.348387	3869.474193	M202_GCF4665
3869.474193	3894.6	M206_GCF4761
3894.6	3919.725806	M20_GCF4030
3919.725806	3944.851613	M21_GCF1937
3944.851613	3969.977419	M21_GCF2023
3969.977419	3995.103226	M21_GCF2030
3995.103226	4020.229032	M21_GCF2031
4020.229032	4045.354838	M21_GCF2950
4045.354838	4070.480645	M21_GCF3047
4070.480645	4095.606451	M21_GCF3933
4095.606451	4120.732258	M21_GCF4008
4120.732258	4145.858064	M23_GCF4602
4145.858064	4170.983871	M24_GCF3150
4170.983871	4196.109677	M2_GCF1429
4196.109677	4221.235484	M2_GCF1947
4221.235484	4246.36129	M2_GCF3248
4246.36129	4271.487097	M2_GCF3894
4271.487097	4296.612903	M2_GCF3933
4296.612903	4321.738709	M2_GCF4008
4321.738709	4346.864516	M2_GCF4020
4346.864516	4371.990322	M2_GCF4061
